stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow
E22205,Rainfall station,52.121748,-0.215784,,,,
E22218,Rainfall station,52.295794,-0.512351,,,,
E2223,St Andrews Mill,52.244802,-0.905866,2.04,-0.09,1.26,0.068
E22231,Rainfall station,51.999613,-0.629985,,,,
E22244,Rainfall station,52.202674,-0.045714,,,,
E22268,Rainfall station,52.041145,0.142627,,,,
E22283,Rainfall station,52.402761,0.279187,,,,
E22309,Rainfall station,52.426228,0.740815,,,,
E22322,Rainfall station,52.227467,0.741731,,,,
E22377,Milton Keynes,52.06301,-0.710466,2.231,0.06,1.2810000000000001,0.11900000000000001
E22400,Rainfall station,52.177103,0.456319,,,,
E22486,Rainfall station,51.990419,0.395105,,,,
E2261,Stilebridge,51.202357,0.515045,3.734,-0.099,3.48,0.114
E22683,Rainfall station,51.971772,0.940138,,,,
E2270,Smarden,51.148275,0.682267,4.162,0,3.06,0.278
E2273,Barford Bridge,52.43909,-0.734823,1.956,0,1.6,0.018000000000000002
E22735,Rainfall station,51.998223,0.579089,,,,
E2285,Dodford,52.240918,-1.083171,1.72,0,1.25,0.025
E22876,Rainfall station,51.736858,0.480165,,,,
E2296,Ashley,52.515233,-0.794532,2.95,0,2.1,0.028
E2316,Rainfall station,52.810264,-0.528974,,,,
E23205,Rainfall station,52.470804,1.73914,,,,
E2331,Rainfall station,52.473204,-0.862668,,,,
E23392,Rainfall station,52.835301,0.858574,,,,
E23420,Rainfall station,52.77483,1.151185,,,,
E23440,Rainfall station,52.825263,1.408721,,,,
E23470,Rainfall station,52.191671,1.4844,,,,
E23487,Rainfall station,52.153042,1.061731,,,,
E23500,FENCE BRIDGE GATE RL,,,,,,
E23518,Rainfall station,52.603459,1.16988,,,,
E23527,Ely,52.399868,0.289328,1.3900000000000001,0.003,0.9,0.432
E23633,Rainfall station,51.996269,-0.242627,,,,
E23646,Rainfall station,52.571992,0.124144,,,,
E2365,Rainfall station,52.632078,-0.313309,,,,
E23717,Rainfall station,52.132732,-0.418436,,,,
E23726,Brackley,52.031808,-1.132641,2.952,0.014,1.492,0.11900000000000001
E23740,Setchey Bridge,52.694217,0.419367,1.8130000000000002,0.027,1.076,0.249
E2382,Rainfall station,52.332215,-0.788506,,,,
E23956,Ousden,52.206315,0.520869,2.241,0,1.7000000000000002,0.397
E2400,Rainfall station,51.096946,0.544313,,,,
E2410,Rainfall station,51.204793,0.588909,,,,
E2416,Rainfall station,52.808243,-0.129942,,,,
E24187,Rainfall station,52.218546,1.268312,,,,
E24195,Rainfall station,52.103622,0.807145,,,,
E2420,Rainfall station,51.130083,0.749109,,,,
E24238,Rainfall station,52.323011,-0.206231,,,,
E24255,Brownshill,52.335738,0.008586,2.182,0.081,0.918,0.298
E24267,St Ives,52.317315,-0.072946,1.5190000000000001,-0.11800000000000001,0.355,0.136
E24289,Rainfall station,52.172202,0.251294,,,,
E24302,Godmanchester,52.318507,-0.176335,1.2850000000000001,0.083,0.488,0.305
E24317,Eaton Socon,52.21309,-0.281653,0.737,0.006,0.097,0.038
E24319,Thetford Coffee Mill Sluice,52.415589,0.734272,1.035,0.083,0.707,0.59
E2433,Rainfall station,52.296783,-0.670693,,,,
E24367,Offord,52.27627,-0.223832,1.484,0.083,0.656,0.332
E24451,Sharnbrook,52.219934,-0.521475,2.152,0.07100000000000001,0.836,0.159
E24506,Rainfall station,52.898685,0.4791,,,,
E2463,Rainfall station,52.665732,-0.158215,,,,
E24632,Rainfall station,52.342401,-0.067451,,,,
E24703,Rainfall station,52.023252,-1.13062,,,,
E24712,Rainfall station,52.016759,-0.488107,,,,
E24718,Rainfall station,52.29472,0.332298,,,,
E24727,Rainfall station,52.7599,0.536425,,,,
E24732,Rainfall station,52.516458,0.988183,,,,
E24737,Rainfall station,52.32454,0.894501,,,,
E24746,Rainfall station,52.089557,-0.0565,,,,
E24751,Rainfall station,52.46533,0.054229,,,,
E24756,Rainfall station,52.494069,1.157581,,,,
E2476,Rainfall station,52.252632,-1.146653,,,,
E24763,Rainfall station,51.949875,-0.766824,,,,
E24767,Rainfall station,52.323479,1.278981,,,,
E24775,Rainfall station,52.40222,1.542157,,,,
E24790,Rainfall station,52.409069,1.30592,,,,
E24795,Debenham,52.232016,1.183613,1.532,-0.091,1.46,0.08
E24805,Bourn Brook,52.192643,-0.064443,3.081,0.029,0.496,0.222
E24806,Bourton Grounds,51.991569,-0.939719,2.454,0.045,0.726,0.105
E24807,Reedham,52.559314,1.570041,2.34,-0.7000000000000001,2.03,-0.45
E24814,Diss,52.371419,1.099743,1.599,-0.14,0.9500000000000001,0
E24815,Framlingham,52.230723,1.344041,,,,
E24819,Huntingfield,52.318638,1.425054,2.688,0.758,2.7,0
E24821,Kings Ripton,52.373829,-0.149082,1.921,0.005,0.9500000000000001,0.07100000000000001
E24829,Riseley,52.249147,-0.485347,2.179,0.587,0.7000000000000001,0.12
E24830,Saxmundham,52.217851,1.492103,2.94,0.891,1.76,0
E24847,Rainfall station,51.889291,0.584473,,,,
E24854,Rainfall station,51.623807,0.826545,,,,
E24863,Rainfall station,51.857943,0.698866,,,,
E24865,Rainfall station,51.733867,0.736365,,,,
E24874,Rainfall station,51.906849,1.087118,,,,
E24879,Rainfall station,51.616598,0.593505,,,,
E24884,Rainfall station,51.683977,0.715993,,,,
E24889,Rainfall station,52.35513,1.431153,,,,
E24894,Rainfall station,51.890899,1.212487,,,,
E24899,Mountnessing,51.648181,0.346098,2.747,0.182,0.432,0.081
E24901,Rainfall station,51.793116,0.963307,,,,
E24908,Rainfall station,51.584133,0.637851,,,,
E24913,Rainfall station,51.815014,0.765948,,,,
E24920,Rainfall station,51.532357,0.738679,,,,
E2493,Rainfall station,52.814,0.01276,,,,
E24930,Rainfall station,51.820817,1.005761,,,,
E24935,Rainfall station,51.702642,0.87633,,,,
E24940,Rainfall station,51.835947,0.597384,,,,
E24947,Rainfall station,52.165978,0.556609,,,,
E24952,Rainfall station,51.743647,0.324082,,,,
E24957,Rainfall station,52.101218,0.906298,,,,
E25033,Rainfall station,53.449299,0.032134,,,,
E25041,Rainfall station,52.786909,-0.264322,,,,
E25051,Rainfall station,53.235003,0.102885,,,,
E25055,Buckingham,51.998052,-0.992004,2.163,0.065,0.525,0.128
E2510,Rainfall station,52.535424,-0.981957,,,,
E25173,Rainfall station,52.703292,0.697456,,,,
E2527,Rainfall station,52.191056,-1.087854,,,,
E2544,Rainfall station,52.495753,-0.470258,,,,
E2578,Rainfall station,52.890974,-0.512865,,,,
E2608,Market Deeping,52.671948,-0.303639,0.66,-0.45,0.188,0.038
E2613,Deeping St James,52.666216,-0.280199,1.8599999999999999,0,1.152,0.9440000000000001
E26212,Rainfall station,51.93437,-0.252319,,,,
E2647,Hudds Mill,52.654318,-0.461033,1.5779999999999998,-6.1,0.34400000000000003,0
E2655,"Old Mill Bridge, Lowick",52.408276,-0.556349,3.03,0,1.3,0.089
E2694,Little Bytham,52.748345,-0.50217,0.798,0,0.49,0.01
E270,Rainfall station,51.321154,0.447621,,,,
E2710,Manthorpe,52.731094,-0.419825,1.7000000000000002,0,0.89,0.31
E2734,Fosters Bridge,52.616269,-0.582013,1.832,0,1.09,0.042
E27594,Rainfall station,52.735167,-0.4219,,,,
E27601,Rainfall station,51.530977,0.519422,,,,
E27621,Rainfall station,51.542522,0.567655,,,,
E27675,Wardropers,51.644879,0.396505,2.344,-0.6980000000000001,2.056,0
E2790,Brigg,53.550068,-0.501979,2.61,0,2.37,0.482
E2814,Lincoln Monson Street,53.221702,-0.541127,3.19,0,2.96,0.115
E2846,Bishopbridge,53.406624,-0.44906,2.229,0,0.97,0.041
E2859,Rainfall station,52.890503,-0.622875,,,,
E2862,Saltersford,52.890978,-0.62509,1.078,0,0.74,0.108
E2896,Irnham,52.833221,-0.460655,1.9540000000000002,0,1.01,0.025
E2900,,,,,,,
E2901,Claypole,53.022669,-0.746145,0.868,0,0.6900000000000001,0.11
E2902,Fiskerton Sluice,53.226658,-0.368683,1.624,-1.42,0.9,0.088
E29202,Hardham,50.949713,-0.529578,2.89,0,2.25,0.20700000000000002
E3003,Kates Bridge,52.720446,-0.363945,1.479,0,0.74,0.057
E3220,Rainfall station,51.350566,0.74362,,,,
E3240,Rainfall station,51.389586,0.842268,,,,
E3281,Rainfall station,51.324099,0.908555,,,,
E3401,Littlebourne,51.273987,1.168823,0.755,0,0.53,0.015
E3474,Rainfall station,51.322006,1.228535,,,,
E37051,Rainfall station,51.732496,0.516133,,,,
E37081,Rainfall station,52.84066,1.075753,,,,
E37151,Rainfall station,51.904776,0.848521,,,,
E37241,Rainfall station,51.94816,0.481622,,,,
E37271,Rainfall station,52.049494,0.452229,,,,
E37291,Rainfall station,52.013331,0.746104,,,,
E3951,Horton weir,51.257785,1.030079,1.239,0.009000000000000001,0.75,0.151
E3966,Vauxhall Bridge,51.296693,1.105983,1.357,0,1.2,0.106
E40411,Bardney,53.213749,-0.345212,3.675,0,2.58,0.268
E4060,Bekesbourne,51.258144,1.145929,2.08,0,1.42,0.038
E40684,Brandy Wharf,53.460884,-0.474196,2.47,0,1.35,0.019
E4080,Rainfall station,51.258867,1.033447,,,,
E4090,Rainfall station,51.297928,1.053239,,,,
E41311,Rainfall station,51.520749,0.616886,,,,
E41647,Nene Valley,52.236777,-0.839447,1.6400000000000001,0.03,0.9500000000000001,0
E42124,South Bridge,52.230338,-0.897436,3.4,1,2,1.13
E42135,Rainfall station,53.232468,-0.366215,,,,
E4225,Hougham,52.986895,-0.680145,3.963,0,1.69,0.708
E42297,Rainfall station,52.061887,0.546282,,,,
E427,Allington Lock,51.295161,0.507204,1.624,3.337,0.5,0.07
E42961,Rainfall station,52.945882,0.745281,,,,
E42971,Rainfall station,52.181011,0.952464,,,,
E42981,Rainfall station,52.554012,1.032047,,,,
E42991,Rainfall station,52.558433,1.367321,,,,
E4321,Hothfield Upstream,51.157688,0.815185,3.9,0,2.34,0.066
E4330,Chart Leacon,51.145063,0.846976,1.77,0.065,0.61,0.10300000000000001
E4341,Wye,51.184588,0.930529,1.803,0.01,1,0.106
E4351,Aldington Upstream,51.105167,0.948046,4.891,0,4.38,0.008
E43545,Rainfall station,53.2518,-0.151126,,,,
E4370,Brown Mill,51.171609,0.799508,1.921,0,0.75,0.077
E4402,White Water Dyke,51.121217,0.85627,1.375,0,1.16,0.012
E4403,Chapel Hill,53.070452,-0.196967,3.217,0,1.333,0.386
E4405,Cranwell Line Sluice,53.00001,-0.427906,0.733,0,0.71,0.04
E44081,Rainfall station,52.060314,0.493671,,,,
E44091,Rainfall station,51.964319,0.607714,,,,
E44101,Rainfall station,51.793436,0.648601,,,,
E4411,Slea Tilting Gate,52.998853,-0.408576,0.581,0,0.5,0.244
E44111,Rainfall station,51.874052,0.368575,,,,
E4412,Aylesford Stream,51.133674,0.880127,2.957,0,1.569,0.892
E44121,Rainfall station,51.931385,0.712001,,,,
E4413,New York,53.081293,-0.140778,1.5390000000000001,0,1.1,0.094
E4420,SOUTH WILLESBOROUGH GS,51.130148,0.878664,,,,
E4427,Wootton Park,52.212737,-0.938853,2.066,0,1.1,0.061
E4482,Castle Bytham,52.755941,-0.534509,1.499,0,0.99,0.01
E4483,Billingborough Ousemere,52.89634,-0.340975,1.763,-0.75,1.1,0.081
E4485,Swaton,52.922105,-0.319165,2.626,0,1.45,0.15
E4500,Rainfall station,51.154584,0.889296,,,,
E4510,Rainfall station,51.105558,0.979102,,,,
E4520,Rainfall station,51.225958,0.726173,,,,
E4530,Rainfall station,51.156945,1.009589,,,,
E4540,Rainfall station,51.202987,0.784947,,,,
E45811,Rainfall station,53.497914,-0.196218,,,,
E45871,Rainfall station,53.676809,-0.524692,,,,
E45881,Rainfall station,53.219937,-0.507486,,,,
E46059,Rattlesden,52.192763,0.889367,1.612,0.01,0.30000000000000004,0
E46061,Rainfall station,53.546796,-0.159424,,,,
E46161,Rainfall station,51.511603,0.583211,,,,
E46331,Rainfall station,53.248384,0.004612,,,,
E46341,Rainfall station,52.538018,-0.337559,,,,
E46361,Rainfall station,52.939919,-0.043906,,,,
E46612,Rainfall station,53.346199,0.015208,,,,
E47041,Oakington,52.255096,0.055885,1.703,0.067,0.8,0.06
E47050,Girton,52.243719,0.07758,2.386,0.749,0.931,0.777
E47061,Dowsby Fen,52.849491,-0.275979,3.7,0,2.5700000000000003,0
E47251,Ruskington Beck,53.048222,-0.396166,0.934,0.17,0.7000000000000001,0
E4753,Rainfall station,51.160348,1.119955,,,,
E4803,Billinghay,53.077892,-0.274288,2.7,0,2.24,0.121
E4823,Great Easton Flood Storage Reservoir,52.529248,-0.758769,5.04,0,1.79,0.23700000000000002
E4826,Little Bridge,52.568529,-0.123188,2.8,0,1.35,0.049
E4828,Medbourne Flood Storage Reservoir,52.546177,-0.832027,11.5,0,3.5700000000000003,0.22
E4832,Weedon,52.229209,-1.080484,1.54,-0.04,1.35,0
E4850,Rainfall station,51.359322,1.403568,,,,
E48676,Rainfall station,52.307124,1.153055,,,,
E4976,Revesby,53.125717,-0.052667,2.33,0,1.78,0.093
E5080,Crabble Mill,51.140192,1.287219,0.585,0.041,0.5,0.094
E5170,Rainfall station,51.117863,1.194265,,,,
E5320,Toynton Fenside,53.144479,0.086945,2.75,0,2.07,0.129
E5451,Rainfall station,51.007531,0.978517,,,,
E560,Hartlake Bridge,51.201686,0.330336,,,,
E5640,Rainfall station,51.05909,0.821971,,,,
E5660,Rainfall station,51.083056,0.871982,,,,
E5670,Rainfall station,50.943595,0.945951,,,,
E5720,Rainfall station,53.306737,-0.547985,,,,
E5721,Rainfall station,53.175194,-0.524002,,,,
E5722,Rainfall station,53.031102,-0.503575,,,,
E5723,Rainfall station,53.093909,-0.172837,,,,
E5724,Rainfall station,53.088074,0.270439,,,,
E5726,Rainfall station,52.611622,-0.461792,,,,
E5727,Rainfall station,52.872934,0.138821,,,,
E5728,Rainfall station,52.651369,0.565622,,,,
E5729,Rainfall station,52.949162,1.122162,,,,
E5731,Rainfall station,52.226854,-0.464875,,,,
E5732,Rainfall station,52.124227,0.957474,,,,
E5733,Rainfall station,51.895742,0.451114,,,,
E5734,Rainfall station,51.554554,0.826576,,,,
E581,Allington Marina,51.291026,0.511282,1.084,0,0.5,0.093
E5852,Udiam,50.991816,0.524378,3.358,0.029,2.3,0.07
E60101,Cambridge Baits Bite,52.236542,0.176925,0.75,0.009000000000000001,0.294,0.218
E60201,Barton Mills Sluice,52.335121,0.531859,0.738,0.069,0.279,0.21
E603,Hadlow,51.222555,0.334684,2.452,0.03,1.55,0.17300000000000001
E60501,Cambridge Jesus Lock,52.212835,0.120872,1.28,0.02,0.74,0.637
E60701,Stony Stratford,52.053714,-0.855119,1.16,0.18,0.304,0.151
E60901,Thornborough,52.011485,-0.9309,1.241,0.148,0.624,0.318
E61101,St Neots,52.242947,-0.263656,1.845,0.325,1.1,0.8240000000000001
E61201,Brampton Sluice,52.319854,-0.205625,0.9520000000000001,0.009000000000000001,0.301,0.075
E6140,Hundred House Bridge,50.950221,0.630976,1.881,0,0.457,0
E61901,Towcester,52.135918,-0.996201,1.6,0.045,0.85,0.224
E6270,Rainfall station,51.032353,0.577858,,,,
E6280,Rainfall station,50.931554,0.580819,,,,
E6380,SCOTS FLOAT SLUICE RL,50.989632,0.75505,,,,
E6381,SCOTS FLOAT SLUICE RL,50.989632,0.75505,,,,
E642,Teston,51.250834,0.447181,3.898,-0.059000000000000004,2.5,0.259
E651,Colliers Land Bridge,51.150722,0.174763,4.535,0,2.85,0.249
E6520,Winchelsea Strand Bridge,50.923434,0.72054,3.732,-0.083,3.5,0.188
E65501,Marsh Road Sluice,52.799742,-0.132532,2.58,0,1.452,0.9540000000000001
E6600,Burwash,50.990993,0.390419,2.49,-0.095,1.9300000000000002,0.024
E6621,CROWHURST WEIR,51.01189,0.398508,,,,
E6642,Browns Bridge,50.981447,0.468833,1.6600000000000001,0,1.4,0.062
E670,East Farleigh Gate Upstream,51.254622,0.485076,4.022,0,1.71,1.155
E6760,Rainfall station,51.028745,0.275298,,,,
E6770,Rainfall station,50.965787,0.453104,,,,
E6780,Rainfall station,50.885427,0.672112,,,,
E7040,Rainfall station,53.371241,-0.684077,,,,
E7045,Rainfall station,52.185547,-0.867095,,,,
E7050,Crowhurst,50.878052,0.500069,,,,
E7055,Rainfall station,52.327013,-1.00142,,,,
E7061,HAMMERWOOD BRIDGE GS,50.90222,0.393649,,,,
E7065,Rainfall station,52.56456,-0.5077,,,,
E7070,Rainfall station,52.207563,-0.73336,,,,
E7071,HENLEY BRIDGE GS,50.899199,0.375972,,,,
E7075,Rainfall station,52.490034,-0.666347,,,,
E7083,COOMBE BRIDGE GS,50.896388,0.412165,,,,
E7091,TILLEY BRIDGE GS,50.89145,0.361642,,,,
E7095,Rainfall station,53.326702,-0.11185,,,,
E7105,Rainfall station,53.359329,-0.017234,,,,
E7130,Rainfall station,53.534467,-0.499466,,,,
E7135,Rainfall station,53.572235,-0.236854,,,,
E714,Hendal Bridge,51.108316,0.172486,2.352,0.024,1.25,0.127
E7155,Rainfall station,52.645246,-0.420704,,,,
E7160,Rainfall station,52.649303,-0.762024,,,,
E7165,Rainfall station,52.766451,-0.623828,,,,
E7170,Rainfall station,53.077492,-0.622888,,,,
E7180,Rainfall station,50.903167,0.47968,,,,
E7190,Rainfall station,50.811276,0.219288,,,,
E7200,Rainfall station,52.555577,-0.828089,,,,
E7260,Rainfall station,50.8635,0.56711,,,,
E7270,Rainfall station,50.890762,0.554388,,,,
E7295,Rainfall station,50.814838,0.358583,,,,
E7420,Rainfall station,50.788104,0.060701,,,,
E7780,Rainfall station,50.80213,0.081187,,,,
E7842,Cowbeech,50.912658,0.290758,1.8399999999999999,0,0.269,0.028
E8001,Leabridge,50.895273,0.24023,2.5700000000000003,0,0.438,0.08
E802,Rainfall station,51.194952,0.237676,,,,
E8020,Rainfall station,50.91155,0.289494,,,,
E8030,Rainfall station,50.99015,0.128061,,,,
E8040,Rainfall station,50.930862,0.267671,,,,
E8190,Buxted,50.989456,0.127659,2.998,-0.07200000000000001,2.208,0
E8210,Freshfield Bridge,51.002867,-0.027718,2.625,0,2,0.01
E8221,Goldbridge,50.975187,0.034071,2.696,0.021,1.75,0.242
E8241,ARDINGLY SHELLBROOK GS,51.041711,-0.097823,,,,
E8266,Ardingly,51.038451,-0.100268,1.893,0.30000000000000004,1.053,0.061
E8290,Rainfall station,51.434974,-0.353451,,,,
E8293,Isfield weir,50.951995,0.074349,2.902,-0.027,1.5,0.052000000000000005
E8340,Lindfield Bridge,51.021082,-0.073715,2.254,0,1.9,0.47500000000000003
E8350,Scrasebridge,51.006255,-0.079888,2.002,0,1.44,0.032
E8360,Uckfield Mill upstream,50.968752,0.097884,1.49,0,1.3,0.30000000000000004
E8480,Rainfall station,50.991504,0.152348,,,,
E8500,Rainfall station,51.066083,-0.159624,,,,
E8510,Rainfall station,50.90639,-0.072052,,,,
E8520,Rainfall station,51.039914,-0.097897,,,,
E8530,Rainfall station,50.913393,0.044891,,,,
E8560,BUILDER CENTRE GRILL,51.007923,-0.096141,,,,
E861,Bartley Mill,51.097082,0.330342,2.318,0.039,1.2,0.121
E8654,Barcombe Gates,50.91492,0.038854,6.6,5.02,5.7,5.25
E871,Rainfall station,51.274484,0.217164,,,,
E8743,Rainfall station,50.853435,-0.133909,,,,
E8770,Rainfall station,50.893868,0.081008,,,,
E901,Rainfall station,51.15203,0.176969,,,,
E911,Rainfall station,51.372501,0.217586,,,,
E9130,Sakeham Weir,50.957409,-0.265959,2.904,0.053,1.35,0.162
E9140,Beeding Bridge,50.882836,-0.306828,3.35,0,2.84,0.353
E921,Park Farm,51.275499,0.095139,1.055,0.003,0.89,0.047
E9340,Rainfall station,50.986805,-0.268198,,,,
E9350,Rainfall station,50.999283,-0.143741,,,,
E9360,Rainfall station,50.929113,-0.384184,,,,
E9510,Ferring Outfall,50.803264,-0.452563,2.91,0.43,3.2,0.45
E9660,Rainfall station,50.929364,-0.469557,,,,
E9720,Rainfall station,50.860296,-0.483186,,,,
E9883,Alfoldean,51.086792,-0.406225,2.914,0.058,1.494,0.094
E9890,Drungewick,51.067869,-0.488686,16.6,13.14,15.4,13.35
E9920,Pulborough Swan Bridge,50.956335,-0.513508,4.783,0,3.713,0.669
E9941,Brewhurst Mill,51.069575,-0.509483,19.28,16.3,18.95,16.32
EdgeH1,Rainfall station,53.560463,-2.873303,,,,
L2312,Park Bridge,54.408693,-2.177133,3.492,-0.1,2.5,0
L3211,Hessle,53.719075,-0.434087,3.854,0.419,3,0.6890000000000001
Mitch1,Rainfall station,53.742978,-2.323663,,,,
PCHURCH_TG_342,Peterchurch,52.041372,-2.955501,2.357,0.079,1.2,0.193
SE730,LENSIDE GS,51.272544,0.525902,,,,
VCHURCH-T_TG_341,Rainfall station,52.023749,-2.92175,,,,
E73839,Bangor,54.66475,-5.6694700000000005,,,,
E71639,Dover,51.114372,1.322641,,,,
E72339,St+Marys,49.91847,-6.31642,,,,
E70039,Lowestoft,52.473075,1.750085,,,,
E74439,Lerwick,60.15403,-1.14031,,,,
E72239,Newlyn,50.103007,-5.542779,,,,
E73039,Milford+Haven,51.70739,-5.05153,,,,
E72039,Weymouth,50.608501,-2.447945,,,,
E72439,Ilfracombe,51.211131,-4.112362,,,,
E70339,Kinlochbervie,58.45661,-5.05008,,,,
E74339,Stornoway,58.20781,-6.3889700000000005,,,,
E72139,Plymouth,50.368401,-4.185217,,,,
E70239,Jersey,49.18333,-2.11667,,,,
E70439,Ullapool,57.89525,-5.15789,,,,
E72839,Newport,51.55,-2.9874400000000003,,,,
E73439,Heysham,,,,,,
E70639,Wick,58.44097,-3.08631,,,,
E72639,Avonmouth+Portbury,51.49999,-2.728468,,,,
E72939,Mumbles,51.57,-3.97544,,,,
E70839,Leith,55.98983,-3.18169,,,,
E70939,North+Shields,55.007415,-1.439769,,,,
E70139,Liverpool,,,,,,
E70539,Holyhead,53.31394,-4.62044,,,,
E74039,Millport,55.74981,-4.9063300000000005,,,,
E71139,Immingham,53.63018,-0.18742,,,,
E71239,Cromer,52.934316,1.301623,,,,
E71039,Whitby,54.489967,-0.614597,,,,
E73139,Fishguard,52.01322,-4.983750000000001,,,,
E73639,Workington,,,,,,
E73539,Port+Erin,54.08539,-4.76806,,,,
E71439,Harwich,51.947978,1.292108,,,,
E73239,Barmouth,52.71933,-4.04503,,,,
E71739,Newhaven,50.781775,0.057004,,,,
E73939,Portrush,55.20678,-6.65683,,,,
E71539,Sheerness,51.445627,0.7434149999999999,,,,
E73739,Portpatrick,54.84256,-5.12003,,,,
E71839,Portsmouth,50.80228,-1.11117,,,,
E71939,Bournemouth,50.714331,-1.874873,,,,
E70739,Aberdeen,57.14406,-2.07736,,,,
E74239,Tobermory,56.62311,-6.06422,,,,
E73339,Llandudno,53.33167,-3.82522,,,,
